gene_name	gene_ID	transcript_ID	alteration	chromosome_37	start_37	end_37	action	link	role_in_cancer
FGF5	ENSG00000138675	ENST00000312465	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF5	ENSG00000138675	ENST00000312465	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF6	ENSG00000111241	ENST00000228837	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF6	ENSG00000111241	ENST00000228837	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF7	ENSG00000140285	ENST00000614567	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF7	ENSG00000140285	ENST00000614567	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF8	ENSG00000107831	ENST00000320185	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF8	ENSG00000107831	ENST00000320185	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF9	ENSG00000102678	ENST00000382353	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF9	ENSG00000102678	ENST00000382353	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGFR1	ENSG00000077782	ENST00000447712	Amplification	NA	NA	NA	Trial (GEJ ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT01868022	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT01868022	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Amplification	NA	NA	NA	Trial (esophageal ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02365597	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Fusion	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Fusion	NA	NA	NA	Trial (bladder ca)	https://clinicaltrials.gov/ct2/show/NCT02546661	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Fusion	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02365597	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Fusion	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02546661	oncogene
FGFR1	ENSG00000077782	ENST00000447712	Fusion	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Amplification	NA	NA	NA	Trial (GEJ ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Amplification	NA	NA	NA	Trial (esophageal ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Amplification	NA	NA	NA	Trial (gastric ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02365597	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Fusion	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Fusion	NA	NA	NA	Trial (bladder ca)	https://clinicaltrials.gov/ct2/show/NCT02546661	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Fusion	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02365597	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Fusion	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02546661	oncogene
FGFR2	ENSG00000066468	ENST00000457416	Fusion	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	oncogene
FGFR3	ENSG00000068078	ENST00000440486	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
FGFR3	ENSG00000068078	ENST00000440486	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	oncogene
FGFR3	ENSG00000068078	ENST00000440486	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02365597	oncogene
FGFR3	ENSG00000068078	ENST00000440486	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	oncogene
FGFR3	ENSG00000068078	ENST00000440486	Fusion	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
FGFR3	ENSG00000068078	ENST00000440486	Fusion	NA	NA	NA	Trial (bladder ca)	https://clinicaltrials.gov/ct2/show/NCT02546661	oncogene
FGFR3	ENSG00000068078	ENST00000440486	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	oncogene
FGFR3	ENSG00000068078	ENST00000440486	Fusion	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02365597	oncogene
FGFR3	ENSG00000068078	ENST00000440486	Fusion	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02546661	oncogene
FGFR3	ENSG00000068078	ENST00000440486	Fusion	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	oncogene
FGFR4	ENSG00000160867	ENST00000292408	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	oncogene
FGFR4	ENSG00000160867	ENST00000292408	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	oncogene
FGFR4	ENSG00000160867	ENST00000292408	Amplification	NA	NA	NA	Trial (hepatocellular ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	oncogene
FGFR4	ENSG00000160867	ENST00000292408	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02365597	oncogene
FGFR4	ENSG00000160867	ENST00000292408	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	oncogene
FGFR4	ENSG00000160867	ENST00000292408	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	oncogene
FGFR4	ENSG00000160867	ENST00000292408	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	oncogene
FGFR4	ENSG00000160867	ENST00000292408	Fusion	NA	NA	NA	Trial (hepatocellular ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	oncogene
FGFR4	ENSG00000160867	ENST00000292408	Fusion	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02365597	oncogene
FGFR4	ENSG00000160867	ENST00000292408	Fusion	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	oncogene
FRS2	ENSG00000166225	ENST00000549921	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
FRS2	ENSG00000166225	ENST00000549921	Amplification	NA	NA	NA	Trial (hepatocellular ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
GRB2	ENSG00000177885	ENST00000316615	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
GRB2	ENSG00000177885	ENST00000316615	Amplification	NA	NA	NA	Trial (hepatocellular ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
HRAS	ENSG00000174775	ENST00000451590	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
HRAS	ENSG00000174775	ENST00000451590	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
HRAS	ENSG00000174775	ENST00000451590	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
HRAS	ENSG00000174775	ENST00000451590	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
HRAS	ENSG00000174775	ENST00000451590	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
HRAS	ENSG00000174775	ENST00000451590	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (RCC)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02338622	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02483858	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
KIT	ENSG00000157404	ENST00000288135	Amplification	NA	NA	NA	Trial (thyroid ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
KIT	ENSG00000157404	ENST00000288135	Fusion	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT02071940	oncogene
KLB	ENSG00000134962	ENST00000257408	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
KLB	ENSG00000134962	ENST00000257408	Amplification	NA	NA	NA	Trial (hepatocellular ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
KMT2A	ENSG00000118058	ENST00000534358	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
KMT2A	ENSG00000118058	ENST00000534358	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	oncogene
KMT2A	ENSG00000118058	ENST00000534358	Fusion	NA	NA	NA	Trial (hepatocellular ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
KMT2A	ENSG00000118058	ENST00000534358	Fusion	NA	NA	NA	Trial (hepatocellular ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	oncogene
KRAS	ENSG00000133703	ENST00000256078	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
KRAS	ENSG00000133703	ENST00000256078	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
KRAS	ENSG00000133703	ENST00000256078	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
KRAS	ENSG00000133703	ENST00000256078	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
KRAS	ENSG00000133703	ENST00000256078	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
KRAS	ENSG00000133703	ENST00000256078	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
MDM2	ENSG00000135679	ENST00000258149	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02414139	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02544633	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (RCC)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02338622	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02483858	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02520752	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02626234	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02925104	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03138083	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02510001	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Amplification	NA	NA	NA	Trial (thyroid ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (RCC)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02338622	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02483858	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02520752	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02626234	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02925104	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02510001	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MET	ENSG00000105976	ENST00000318493	Fusion	NA	NA	NA	Trial (thyroid ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
MLF1	ENSG00000178053	ENST00000392822	Fusion	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
MLH1	ENSG00000076242	ENST00000231790	Large Deletion (Exon -1)	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
MLH1	ENSG00000076242	ENST00000231790	Large Deletion (Exon -1)	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
MLH1	ENSG00000076242	ENST00000231790	Large Deletion (Exon -1)	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
MLH1	ENSG00000076242	ENST00000231790	Large Deletion (Exon -1)	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
MLH1	ENSG00000076242	ENST00000231790	Large Deletion (Exon -1)	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
MLH1	ENSG00000076242	ENST00000231790	Large Deletion (Exon -1)	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
MLH1	ENSG00000076242	ENST00000231790	Large Deletion (Exon -1)	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
MLH1	ENSG00000076242	ENST00000231790	Large Deletion (Exon -1)	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
MLH1	ENSG00000076242	ENST00000231790	Large Deletion (Exon -1)	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
MLH1	ENSG00000076242	ENST00000231790	Loss	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
MLH1	ENSG00000076242	ENST00000231790	Loss	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
